price_in_rp,district,city,lat,long,facilities,property_type,ads_id,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,year_built,property_condition,building_orientation,garages,furnishing
500000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10973686,2.0,1.0,68.0,36.0,1.0,,1300.0,0.0,0.0,1.0,,bagus,barat,0.0,unfurnished
1080000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10612879,2.0,2.0,60.0,65.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
930000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10935252,2.0,1.0,84.0,39.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
1080000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10612886,2.0,2.0,104.0,60.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
960000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos11034986,3.0,2.0,81.0,51.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,0.0,unfurnished
1400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10997113,4.0,4.0,120.0,98.0,1.0,hgb - hak guna bangunan,2200.0,1.0,0.0,2.0,,bagus,utara,0.0,unfurnished
500000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10940999,2.0,1.0,68.0,36.0,1.0,hgb - hak guna bangunan,1300.0,0.0,0.0,1.0,,bagus,barat,0.0,unfurnished
900000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10260095,2.0,1.0,81.0,45.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,sudah renovasi,,1.0,semi furnished
1150000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10739116,3.0,2.0,94.0,70.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,0.0,unfurnished
1400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10888704,4.0,4.0,120.0,98.0,1.0,hgb - hak guna bangunan,2200.0,1.0,0.0,2.0,,bagus,utara,0.0,unfurnished
1080000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10612637,2.0,2.0,60.0,65.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
930000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10260204,2.0,1.0,84.0,39.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,,,1.0,unfurnished
900000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10260184,2.0,1.0,81.0,45.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,sudah renovasi,,1.0,semi furnished
1150000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10739217,3.0,2.0,94.0,70.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,0.0,furnished
530000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10875178,2.0,1.0,70.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
599000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10260279,2.0,2.0,90.0,36.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,,,1.0,unfurnished
1400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10997111,4.0,4.0,120.0,98.0,1.0,,2200.0,1.0,0.0,2.0,,bagus,utara,0.0,unfurnished
500000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10664792,2.0,1.0,68.0,36.0,1.0,,1300.0,0.0,0.0,1.0,,bagus,barat,1.0,unfurnished
1080000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10429258,2.0,2.0,60.0,65.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
930000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10124925,2.0,1.0,39.0,84.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,,,1.0,unfurnished
900000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10162429,2.0,1.0,81.0,45.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,sudah renovasi,utara,1.0,semi furnished
530000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10875216,2.0,1.0,70.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
530000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10875286,2.0,1.0,70.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
530000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10867076,2.0,1.0,70.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
500000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10933307,2.0,1.0,68.0,36.0,1.0,hgb - hak guna bangunan,1300.0,0.0,0.0,1.0,,bagus,barat,0.0,unfurnished
1080000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10613144,2.0,2.0,60.0,65.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
930000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10924049,2.0,1.0,84.0,39.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
900000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10260276,2.0,1.0,81.0,45.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,sudah renovasi,,1.0,semi furnished
960000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos11034984,3.0,2.0,81.0,51.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,0.0,unfurnished
1400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10888734,4.0,4.0,120.0,98.0,1.0,,2200.0,1.0,0.0,2.0,,bagus,utara,0.0,unfurnished
530000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10866822,2.0,1.0,70.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,unfurnished
1080000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10421981,2.0,2.0,104.0,60.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
1150000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan",rumah,hos10738702,3.0,2.0,94.0,70.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,bagus,,0.0,unfurnished
800000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Taman,  CCTV,  Jalur Telepon, Ac, Keamanan",rumah,hos10810229,2.0,1.0,72.0,39.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,2021.0,baru,timur,1.0,
637000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Akses Parkir,  Taman, Jalur Telepon, Masjid, Kulkas,  AC,  Playground,  One Gate System, Track Lari, Mesin Cuci",rumah,hos11318978,3.0,2.0,65.0,60.0,1.0,shm - sertifikat hak milik,1300.0,1.0,0.0,2.0,2022.0,baru,timur,0.0,semi furnished
755000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman,  Taman,  Masjid, Jalur Telepon,  Keamanan, Track Lari, Tempat Jemuran,  Jogging Track",rumah,hos11361061,3.0,2.0,78.0,60.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,2.0,2022.0,baru,utara,0.0,unfurnished
685000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Masjid, Jogging Track,  Akses Parkir,  Keamanan,  One Gate System, Track Lari, Tempat Jemuran",rumah,hos11360922,3.0,2.0,64.0,60.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,2.0,2022.0,baru,timur,0.0,unfurnished
438000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon,  CCTV, Masjid, Kitchen Set,  Akses Parkir,  Playground,  Keamanan,  One Gate System, Track Lari, Wastafel,  Jogging Track",rumah,hos11357681,2.0,1.0,60.0,35.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,0.0,unfurnished
438000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Kolam Renang,  Taman, Jalur Telepon, Track Lari,  Jalur Telepon, Ac, Kolam Renang, AC,  Keamanan, CCTV,  Jogging Track",rumah,hos11355466,2.0,1.0,63.0,36.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,timur,1.0,unfurnished
1090000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Pemanas Air, Jalur Telepon,  Track Lari,  Jalur Telepon,  Kolam Ikan,  Kitchen Set, Keamanan, Lapangan Tenis,  Masjid,  Mesin Cuci,  CCTV, Kulkas, Tempat Gym, Wastafel, Kolam Renang,  Jogging Track,  Kolam Renang,  Taman,  AC,  Ac, Tempat Jemuran",rumah,hos11286310,3.0,2.0,65.0,87.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,2022.0,baru,selatan,0.0,unfurnished
570000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,Keamanan 24 jam,rumah,hos11286332,3.0,2.0,90.0,80.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,
600000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Akses Parkir,  One Gate System,  Kolam Renang, Masjid, Keamanan 24 jam, Kolam Renang,  Taman,  CCTV,  Keamanan",rumah,hos11221937,,,112.0,100.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,butuh renovasi,,0.0,
435000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"AC,  Ac, Track Lari, Keamanan 24 jam,  Taman,  CCTV, Taman, Jogging Track, CCTV, Jalur Telepon,  Keamanan",rumah,hos11149562,2.0,1.0,60.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
960000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949,"Tempat Jemuran, Lapangan Bola,  Akses Parkir, Lapangan Tenis,  Kolam Renang, Masjid,  Lapangan Voli, Keamanan 24 jam,  Lapangan Bulu Tangkis,  Taman,  Tempat Laundry,  CCTV,  Playground, Wastafel,  Lapangan Basket, Jalur Telepon,  Track Lari",rumah,hos11086182,2.0,2.0,60.0,94.0,2.0,"lainnya (ppjb,girik,adat,dll)",2200.0,0.0,0.0,2.0,2022.0,bagus,,0.0,unfurnished
466000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Jalur Telepon,  Jogging Track,  AC,  Kolam Renang, Masjid,  CCTV, Taman,  Keamanan",rumah,hos10966856,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,tenggara,0.0,unfurnished
400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Jalur Telepon,  Jogging Track,  AC, Masjid, Kolam Renang,  Taman,  CCTV,  Keamanan",rumah,hos10966843,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,baru,tenggara,0.0,unfurnished
400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," AC,  Kolam Renang,  Taman,  CCTV, Jogging Track,  Masjid, Jalur Telepon,  Keamanan",rumah,hos10966573,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,timur,0.0,unfurnished
400000000.0,Gunung Sindur, Bogor,-6.387334,106.6872949," Jalur Telepon,  Jogging Track, Tempat Jemuran, Track Lari,  Kolam Renang,  Taman, Wastafel,  Masjid, CCTV, Jalur Telepon, Keamanan",rumah,hos10966206,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,tenggara,0.0,unfurnished
500000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan",rumah,hos10247521,2.0,1.0,83.0,45.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,,,1.0,unfurnished
1620000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan",rumah,hos10984021,5.0,2.0,104.0,180.0,1.0,shm - sertifikat hak milik,2200.0,1.0,0.0,3.0,,bagus,timur laut,0.0,unfurnished
375000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Pemanas Air, Jalur Telepon,  Kitchen Set,  Tempat Laundry,  Masjid,  Mesin Cuci,  CCTV, Masjid, Kulkas,  One Gate System, Wastafel,  Playground, Lapangan Bulu Tangkis, Taman, Keamanan 24 jam,  Taman,  AC,  Akses Parkir,  Keamanan,  Ac, Tempat Jemuran",rumah,hos10582679,2.0,1.0,60.0,45.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,timur,0.0,unfurnished
1620000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan",rumah,hos10984014,5.0,2.0,104.0,180.0,1.0,shm - sertifikat hak milik,2200.0,1.0,0.0,3.0,,bagus,timur laut,0.0,unfurnished
810000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan",rumah,hos10490682,2.0,1.0,105.0,45.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,,bagus,,1.0,unfurnished
1140000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan",rumah,hos10574856,3.0,2.0,84.0,76.0,1.0,,1300.0,0.0,0.0,2.0,,,,1.0,unfurnished
1080000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan",rumah,hos10575713,3.0,2.0,84.0,84.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,,,1.0,unfurnished
195000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Kolam Renang, Taman,  Masjid, Jalur Telepon, Track Lari,  CCTV, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11175474,2.0,1.0,40.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,timur,1.0,
500000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam, Kitchen Set, Wastafel,  One Gate System, Tempat Jemuran",rumah,hos11145644,2.0,1.0,75.0,38.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2021.0,,timur,1.0,semi furnished
100000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11346475,2.0,1.0,55.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
200000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman,  Taman, Jalur Telepon, Track Lari,  CCTV, Masjid,  Jalur Telepon, Jogging Track, AC,  Ac,  Keamanan, CCTV",rumah,hos11346468,,1.0,45.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
275000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Keamanan 24 jam,  Taman, Jalur Telepon,  CCTV, Masjid,  Jalur Telepon,  Akses Parkir, AC, Wastafel,  Ac,  One Gate System, Tempat Jemuran, Keamanan",rumah,hos11361584,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
400000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11359026,2.0,1.0,84.0,45.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2021.0,baru,barat,2.0,unfurnished
400000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11359026,2.0,1.0,84.0,45.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2021.0,baru,barat,2.0,unfurnished
456000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, One Gate System,  Playground, Keamanan 24 jam",rumah,hos11356841,2.0,1.0,72.0,39.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,2022.0,,,0.0,
473000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Wastafel",rumah,hos11356454,2.0,1.0,72.0,36.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,,0.0,unfurnished
275000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Taman,  Masjid, Jalur Telepon,  CCTV, AC, Wastafel,  Keamanan,  Ac, CCTV, Tempat Jemuran",rumah,hos11345940,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
275000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Taman,  Masjid, Jalur Telepon,  CCTV, AC, Wastafel,  Keamanan,  Ac, CCTV, Tempat Jemuran",rumah,hos11345940,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
160000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon,  CCTV, Masjid,  Jalur Telepon, Ac,  Akses Parkir, AC, Wastafel,  Keamanan,  One Gate System, CCTV, Tempat Jemuran",rumah,hos11351345,2.0,1.0,42.0,42.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
399000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Keamanan 24 jam, One Gate System",rumah,hos11355154,2.0,1.0,60.0,40.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,,0.0,
225000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  CCTV,  One Gate System, CCTV, Tempat Jemuran",rumah,hos11287267,2.0,1.0,60.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,timur,0.0,unfurnished
790000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman, Jalur Telepon, Masjid",rumah,hos11286653,4.0,4.0,150.0,147.0,1.0,shm - sertifikat hak milik,6600.0,0.0,0.0,2.0,,bagus,,0.0,
150000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Jalur Telepon,  Ac,  Taman,  CCTV, Jogging Track,  Masjid, Keamanan",rumah,hos11086291,2.0,1.0,55.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
135000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," CCTV, Ac,  Masjid, Jalur Telepon,  Keamanan",rumah,hos11112107,,1.0,38.0,38.0,0.0,shm - sertifikat hak milik,900.0,0.0,0.0,1.0,2022.0,baru,selatan,0.0,unfurnished
437000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,Tempat Jemuran,rumah,hos11148678,2.0,1.0,113.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,0.0,
250000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,Masjid,rumah,hos11148653,2.0,1.0,60.0,55.0,0.0,shm - sertifikat hak milik,900.0,0.0,0.0,1.0,,sudah renovasi,,0.0,unfurnished
125000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Tempat Jemuran, Jalur Telepon, Wastafel,  Taman",rumah,hos11148617,2.0,1.0,30.0,30.0,0.0,shm - sertifikat hak milik,900.0,0.0,0.0,1.0,2020.0,bagus,,0.0,
135000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Jalur Telepon,  Ac, Masjid,  Taman,  CCTV, Jogging Track,  Keamanan",rumah,hos10886847,2.0,1.0,38.0,38.0,0.0,shm - sertifikat hak milik,900.0,0.0,0.0,1.0,2022.0,baru,selatan,0.0,unfurnished
100000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Jogging Track,  Taman,  CCTV, Ac,  Masjid, Jalur Telepon,  Keamanan",rumah,hos11086393,2.0,1.0,55.0,36.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
150000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935,"Tempat Jemuran,  One Gate System, Keamanan 24 jam,  Taman, Taman, Wastafel, Jalur Telepon",rumah,hos11084692,2.0,1.0,40.0,40.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,,0.0,
100000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Jalur Telepon,  Ac,  Jogging Track, Masjid,  Taman, CCTV,  Keamanan",rumah,hos10886883,2.0,1.0,55.0,36.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,selatan,1.0,unfurnished
172000000.0,Bojong Gede, Bogor,-6.4769375,106.7880935," Masjid, Jalur Telepon, Keamanan,  Taman",rumah,hos10966099,2.0,1.0,45.0,45.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,2022.0,baru,,0.0,
2400000000.0,Kedung Halang, Bogor,-6.5502955,106.8097115,"Taman, Tempat Jemuran, Keamanan 24 jam",rumah,hos11339515,4.0,3.0,153.0,200.0,1.0,shm - sertifikat hak milik,2200.0,1.0,0.0,2.0,,bagus,,0.0,unfurnished
650000000.0,Kedung Halang, Bogor,-6.5502955,106.8097115,"Taman, Keamanan",rumah,hos10711987,2.0,1.0,66.0,33.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,1.0,unfurnished
1700000000.0,Kedung Halang, Bogor,-6.5502955,106.8097115," Taman, Kolam Renang,  Ac,  Jogging Track, Keamanan",rumah,hos8993252,2.0,2.0,84.0,96.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,2020.0,baru,barat daya,0.0,semi furnished
650000000.0,Kedung Halang, Bogor,-6.5502955,106.8097115,"Taman, Keamanan",rumah,hos10711944,2.0,1.0,66.0,33.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,,1.0,unfurnished
800000000.0,Kedung Halang, Bogor,-6.5502955,106.8097115,"Tempat Jemuran, Lapangan Bola,  Akses Parkir, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV,  Playground, Jalur Telepon",rumah,hos11089187,3.0,2.0,101.0,45.0,0.0,hgb - hak guna bangunan,1300.0,0.0,0.0,1.0,,bagus,,1.0,unfurnished
840000000.0,Tapos, Bogor,-6.40158,106.49494,"Taman, Keamanan 24 jam",rumah,hos11046725,2.0,1.0,84.0,48.0,1.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,,bagus,barat daya,0.0,unfurnished
945000000.0,Tapos, Bogor,-6.40158,106.49494,"Taman, Keamanan",rumah,hos10023300,2.0,1.0,105.0,60.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,,,,1.0,unfurnished
1020000000.0,Tapos, Bogor,-6.40158,106.49494,"Taman, Keamanan",rumah,hos10612540,2.0,1.0,86.0,50.0,0.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,,,1.0,unfurnished
1080000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612531,3.0,2.0,84.0,84.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,,,1.0,unfurnished
699000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10996555,2.0,1.0,88.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,barat daya,0.0,unfurnished
810000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612840,2.0,1.0,105.0,45.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,,bagus,,1.0,unfurnished
1380000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10515879,3.0,2.0,105.0,150.0,1.0,shm - sertifikat hak milik,2200.0,1.0,0.0,2.0,,bagus,,1.0,unfurnished
699000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Tempat Jemuran, Keamanan 24 jam",rumah,hos11126963,2.0,1.0,88.0,40.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,1.0,,bagus,barat daya,0.0,unfurnished
1500000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10506054,3.0,3.0,164.0,104.0,1.0,shm - sertifikat hak milik,1300.0,0.0,0.0,2.0,,bagus,,1.0,unfurnished
1080000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612772,3.0,2.0,84.0,84.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,,,1.0,unfurnished
810000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10613185,2.0,1.0,105.0,45.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,1.0,,bagus,,1.0,unfurnished
1080000000.0,Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10613253,3.0,2.0,84.0,84.0,0.0,shm - sertifikat hak milik,2200.0,0.0,0.0,2.0,,,,1.0,unfurnished
